prompt,location,listing_type,style,beds,full_baths,sqft,year_built,list_price,stories,parking_garage,listing_type_NL,style_NL
"I'm looking to rent in Phoenix, AZ with 4 bedrooms and 2 bathrooms, with at least 1696 square feet, built after 1967, priced around 200000, with 3 stories","Phoenix, AZ",for_rent,OTHER,4.0,2.0,1696.0,1967.0,200000.0,3.0,,rent,other
"I'm looking to buy a townhome in San Antonio, TX and 2 bathrooms, with at least 1023 square feet, built after 1953, priced around 700000","San Antonio, TX",for_sale,TOWNHOMES,,2.0,1023.0,1953.0,700000.0,,,buy,townhome
"I'm looking to rent a townhome in San Antonio, TX with 1 bedrooms and 3 bathrooms, with at least 2730 square feet, built after 1969, priced around 250000, with 1 stories, with parking for at least 1 cars","San Antonio, TX",for_rent,TOWNHOMES,1.0,3.0,2730.0,1969.0,250000.0,1.0,1.0,rent,townhome
"I'm looking to buy a townhome in New York, NY with 1 bedrooms and 3 bathrooms, with at least 1458 square feet, built after 1983, priced around 700000, with 2 stories","New York, NY",for_sale,TOWNHOMES,1.0,3.0,1458.0,1983.0,700000.0,2.0,,buy,townhome
"I'm looking to buy a condo in Los Angeles, CA with 5 bedrooms and 2 bathrooms, with at least 2990 square feet, built after 1990, priced around 150000, with 1 stories, with parking for at least 0 cars","Los Angeles, CA",for_sale,CONDOS,5.0,2.0,2990.0,1990.0,150000.0,1.0,0.0,buy,condo
"I'm looking to buy a single family in Los Angeles, CA with 4 bedrooms and 1 bathrooms, with at least 2988 square feet, priced around 250000, with 3 stories, with parking for at least 3 cars","Los Angeles, CA",for_sale,SINGLE_FAMILY,4.0,1.0,2988.0,,250000.0,3.0,3.0,buy,single family
"I'm looking to buy a apartment in San Diego, CA with 1 bedrooms and 2 bathrooms, with at least 2253 square feet, priced around 500000, with 1 stories, with parking for at least 0 cars","San Diego, CA",for_sale,APARTMENT,1.0,2.0,2253.0,,500000.0,1.0,0.0,buy,apartment
"I'm looking to buy a condo in San Antonio, TX with 4 bedrooms and 3 bathrooms, with at least 1854 square feet, priced around 700000","San Antonio, TX",for_sale,CONDOS,4.0,3.0,1854.0,,700000.0,,,buy,condo
"I'm looking to rent a condo in San Diego, CA with 5 bedrooms and 3 bathrooms, with at least 2923 square feet, built after 1975, priced around 750000, with 1 stories","San Diego, CA",for_rent,CONDOS,5.0,3.0,2923.0,1975.0,750000.0,1.0,,rent,condo
"I'm looking to buy a townhome in San Antonio, TX with 1 bedrooms and 2 bathrooms, with at least 1725 square feet, priced around 850000, with 1 stories, with parking for at least 3 cars","San Antonio, TX",for_sale,TOWNHOMES,1.0,2.0,1725.0,,850000.0,1.0,3.0,buy,townhome
"I'm looking to buy a townhome in Phoenix, AZ with 1 bedrooms and 2 bathrooms, with at least 2219 square feet, built after 1961, priced around 850000, with 3 stories","Phoenix, AZ",for_sale,TOWNHOMES,1.0,2.0,2219.0,1961.0,850000.0,3.0,,buy,townhome
"I'm looking to buy in Phoenix, AZ with 4 bedrooms and 1 bathrooms, with at least 2035 square feet, built after 1954, with parking for at least 2 cars","Phoenix, AZ",for_sale,OTHER,4.0,1.0,2035.0,1954.0,,,2.0,buy,other
"I'm looking to rent a townhome in San Antonio, TX with 1 bedrooms and 3 bathrooms, with at least 1348 square feet, priced around 500000, with 2 stories, with parking for at least 1 cars","San Antonio, TX",for_rent,TOWNHOMES,1.0,3.0,1348.0,,500000.0,2.0,1.0,rent,townhome
"I'm looking to rent a condo in San Antonio, TX with 2 bedrooms and 2 bathrooms, with at least 912 square feet, built after 1965, priced around 850000, with 1 stories, with parking for at least 0 cars","San Antonio, TX",for_rent,CONDOS,2.0,2.0,912.0,1965.0,850000.0,1.0,0.0,rent,condo
"I'm looking to rent a apartment in San Antonio, TX with 5 bedrooms, with at least 1451 square feet, built after 2011, priced around 400000, with 3 stories, with parking for at least 1 cars","San Antonio, TX",for_rent,APARTMENT,5.0,,1451.0,2011.0,400000.0,3.0,1.0,rent,apartment
"I'm looking to buy a townhome in San Diego, CA with 4 bedrooms and 2 bathrooms, with at least 1419 square feet, built after 2015, priced around 700000, with 1 stories","San Diego, CA",for_sale,TOWNHOMES,4.0,2.0,1419.0,2015.0,700000.0,1.0,,buy,townhome
"I'm looking to rent a single family in Los Angeles, CA with 5 bedrooms and 2 bathrooms, with at least 2647 square feet, built after 1969, priced around 700000, with 1 stories, with parking for at least 1 cars","Los Angeles, CA",for_rent,SINGLE_FAMILY,5.0,2.0,2647.0,1969.0,700000.0,1.0,1.0,rent,single family
"I'm looking to rent a apartment in Los Angeles, CA with 3 bedrooms and 1 bathrooms, with at least 1567 square feet, built after 2012, with 1 stories","Los Angeles, CA",for_rent,APARTMENT,3.0,1.0,1567.0,2012.0,,1.0,,rent,apartment
"I'm looking to rent a single family in New York, NY and 3 bathrooms, with at least 2438 square feet, priced around 800000, with 3 stories, with parking for at least 0 cars","New York, NY",for_rent,SINGLE_FAMILY,,3.0,2438.0,,800000.0,3.0,0.0,rent,single family
"I'm looking to buy a condo in New York, NY with 2 bedrooms and 1 bathrooms, with at least 1914 square feet, priced around 200000, with parking for at least 3 cars","New York, NY",for_sale,CONDOS,2.0,1.0,1914.0,,200000.0,,3.0,buy,condo
"I'm looking to rent a single family in New York, NY with 3 bedrooms and 2 bathrooms, with at least 2596 square feet, built after 1966, priced around 750000, with 2 stories","New York, NY",for_rent,SINGLE_FAMILY,3.0,2.0,2596.0,1966.0,750000.0,2.0,,rent,single family
"I'm looking to rent a townhome in San Antonio, TX with 5 bedrooms and 2 bathrooms, with at least 1939 square feet, built after 2000, priced around 550000, with 2 stories, with parking for at least 0 cars","San Antonio, TX",for_rent,TOWNHOMES,5.0,2.0,1939.0,2000.0,550000.0,2.0,0.0,rent,townhome
"I'm looking to buy a condo in Phoenix, AZ with 5 bedrooms and 3 bathrooms, with at least 995 square feet, built after 1971, priced around 950000, with 3 stories, with parking for at least 1 cars","Phoenix, AZ",for_sale,CONDOS,5.0,3.0,995.0,1971.0,950000.0,3.0,1.0,buy,condo
"I'm looking to rent a townhome in Phoenix, AZ with 1 bedrooms, with at least 892 square feet, built after 1990, priced around 550000","Phoenix, AZ",for_rent,TOWNHOMES,1.0,,892.0,1990.0,550000.0,,,rent,townhome
"I'm looking to buy a townhome in San Antonio, TX with 5 bedrooms and 1 bathrooms, with at least 966 square feet, built after 1995, priced around 350000, with 1 stories, with parking for at least 0 cars","San Antonio, TX",for_sale,TOWNHOMES,5.0,1.0,966.0,1995.0,350000.0,1.0,0.0,buy,townhome
"I'm looking to buy a single family in Los Angeles, CA with 4 bedrooms and 3 bathrooms, with at least 1258 square feet, built after 2011, priced around 850000, with parking for at least 1 cars","Los Angeles, CA",for_sale,SINGLE_FAMILY,4.0,3.0,1258.0,2011.0,850000.0,,1.0,buy,single family
"I'm looking to buy a apartment in Los Angeles, CA with 3 bedrooms and 3 bathrooms, with at least 2285 square feet, built after 1978, priced around 650000, with 3 stories, with parking for at least 1 cars","Los Angeles, CA",for_sale,APARTMENT,3.0,3.0,2285.0,1978.0,650000.0,3.0,1.0,buy,apartment
"I'm looking to buy a single family in San Diego, CA with 2 bedrooms and 3 bathrooms, with at least 1585 square feet, built after 1976","San Diego, CA",for_sale,SINGLE_FAMILY,2.0,3.0,1585.0,1976.0,,,,buy,single family
"I'm looking to buy a apartment in San Antonio, TX with 4 bedrooms and 2 bathrooms, with at least 2023 square feet, built after 1996, priced around 600000, with 1 stories, with parking for at least 2 cars","San Antonio, TX",for_sale,APARTMENT,4.0,2.0,2023.0,1996.0,600000.0,1.0,2.0,buy,apartment
"I'm looking to buy in New York, NY with 1 bedrooms and 2 bathrooms, with at least 944 square feet, built after 1966, priced around 900000, with 3 stories, with parking for at least 0 cars","New York, NY",for_sale,OTHER,1.0,2.0,944.0,1966.0,900000.0,3.0,0.0,buy,other
"I'm looking to buy a townhome in San Diego, CA with 2 bedrooms and 3 bathrooms, with at least 2312 square feet, built after 1984, priced around 650000, with 2 stories","San Diego, CA",for_sale,TOWNHOMES,2.0,3.0,2312.0,1984.0,650000.0,2.0,,buy,townhome
"I'm looking to rent a apartment in New York, NY with 5 bedrooms and 2 bathrooms, with at least 1800 square feet, built after 1986, priced around 300000","New York, NY",for_rent,APARTMENT,5.0,2.0,1800.0,1986.0,300000.0,,,rent,apartment
"I'm looking to buy a single family in Phoenix, AZ with 2 bedrooms and 1 bathrooms, with at least 2850 square feet, built after 2007, priced around 150000, with 3 stories","Phoenix, AZ",for_sale,SINGLE_FAMILY,2.0,1.0,2850.0,2007.0,150000.0,3.0,,buy,single family
"I'm looking to rent a single family in San Diego, CA with 2 bedrooms and 2 bathrooms, with at least 1196 square feet, priced around 600000, with 3 stories","San Diego, CA",for_rent,SINGLE_FAMILY,2.0,2.0,1196.0,,600000.0,3.0,,rent,single family
"I'm looking to rent a apartment in San Antonio, TX with 4 bedrooms and 1 bathrooms, with at least 1571 square feet, priced around 950000, with 2 stories","San Antonio, TX",for_rent,APARTMENT,4.0,1.0,1571.0,,950000.0,2.0,,rent,apartment
"I'm looking to buy a single family in Los Angeles, CA with 2 bedrooms and 2 bathrooms, with at least 1856 square feet, built after 2003, priced around 450000, with 1 stories, with parking for at least 3 cars","Los Angeles, CA",for_sale,SINGLE_FAMILY,2.0,2.0,1856.0,2003.0,450000.0,1.0,3.0,buy,single family
"I'm looking to buy in New York, NY with 2 bedrooms and 2 bathrooms, with at least 1775 square feet, built after 1974, priced around 150000, with parking for at least 1 cars","New York, NY",for_sale,OTHER,2.0,2.0,1775.0,1974.0,150000.0,,1.0,buy,other
"I'm looking to buy a condo in Los Angeles, CA with 5 bedrooms, with at least 1272 square feet, built after 1965, priced around 150000, with 1 stories","Los Angeles, CA",for_sale,CONDOS,5.0,,1272.0,1965.0,150000.0,1.0,,buy,condo
"I'm looking to rent a townhome in New York, NY with 1 bedrooms and 2 bathrooms, with at least 2796 square feet, built after 1995, priced around 950000, with 2 stories, with parking for at least 3 cars","New York, NY",for_rent,TOWNHOMES,1.0,2.0,2796.0,1995.0,950000.0,2.0,3.0,rent,townhome
"I'm looking to buy a townhome in San Antonio, TX with 2 bedrooms and 2 bathrooms, with at least 2036 square feet, built after 2004, priced around 100000, with 3 stories, with parking for at least 0 cars","San Antonio, TX",for_sale,TOWNHOMES,2.0,2.0,2036.0,2004.0,100000.0,3.0,0.0,buy,townhome
"I'm looking to rent a townhome in San Antonio, TX with 3 bedrooms and 2 bathrooms, with at least 1143 square feet, priced around 350000, with 1 stories","San Antonio, TX",for_rent,TOWNHOMES,3.0,2.0,1143.0,,350000.0,1.0,,rent,townhome
"I'm looking to buy a single family in San Antonio, TX with 3 bedrooms and 2 bathrooms, with at least 2403 square feet","San Antonio, TX",for_sale,SINGLE_FAMILY,3.0,2.0,2403.0,,,,,buy,single family
"I'm looking to rent a single family in San Antonio, TX with 2 bedrooms and 2 bathrooms, with at least 2088 square feet, built after 1991, priced around 850000","San Antonio, TX",for_rent,SINGLE_FAMILY,2.0,2.0,2088.0,1991.0,850000.0,,,rent,single family
"I'm looking to buy a townhome in Phoenix, AZ with 5 bedrooms, with at least 2901 square feet, built after 2003, with 1 stories, with parking for at least 1 cars","Phoenix, AZ",for_sale,TOWNHOMES,5.0,,2901.0,2003.0,,1.0,1.0,buy,townhome
"I'm looking to buy a single family in Phoenix, AZ with 4 bedrooms and 3 bathrooms, with at least 1659 square feet, built after 1985, priced around 200000, with 2 stories, with parking for at least 1 cars","Phoenix, AZ",for_sale,SINGLE_FAMILY,4.0,3.0,1659.0,1985.0,200000.0,2.0,1.0,buy,single family
"I'm looking to rent in Los Angeles, CA, with at least 2833 square feet, with parking for at least 0 cars","Los Angeles, CA",for_rent,OTHER,,,2833.0,,,,0.0,rent,other
"I'm looking to buy a single family in San Antonio, TX with 4 bedrooms, with at least 2559 square feet, built after 2000, priced around 850000, with 1 stories, with parking for at least 1 cars","San Antonio, TX",for_sale,SINGLE_FAMILY,4.0,,2559.0,2000.0,850000.0,1.0,1.0,buy,single family
"I'm looking to buy a apartment in Phoenix, AZ with 5 bedrooms, with at least 973 square feet, built after 2002, priced around 900000, with 2 stories, with parking for at least 0 cars","Phoenix, AZ",for_sale,APARTMENT,5.0,,973.0,2002.0,900000.0,2.0,0.0,buy,apartment
"I'm looking to buy a townhome in New York, NY with 1 bedrooms and 1 bathrooms, with at least 2063 square feet, built after 1981, priced around 550000, with 1 stories, with parking for at least 1 cars","New York, NY",for_sale,TOWNHOMES,1.0,1.0,2063.0,1981.0,550000.0,1.0,1.0,buy,townhome
"I'm looking to rent a condo in Phoenix, AZ with 2 bedrooms and 2 bathrooms, with at least 2468 square feet, built after 1981, priced around 800000","Phoenix, AZ",for_rent,CONDOS,2.0,2.0,2468.0,1981.0,800000.0,,,rent,condo
"I'm looking to rent a apartment in San Diego, CA with 2 bedrooms and 2 bathrooms, with at least 1749 square feet, built after 1977, priced around 450000, with 1 stories, with parking for at least 1 cars","San Diego, CA",for_rent,APARTMENT,2.0,2.0,1749.0,1977.0,450000.0,1.0,1.0,rent,apartment
"I'm looking to buy a single family in Los Angeles, CA with 4 bedrooms and 3 bathrooms, with at least 1259 square feet, built after 2019, priced around 350000, with 2 stories, with parking for at least 1 cars","Los Angeles, CA",for_sale,SINGLE_FAMILY,4.0,3.0,1259.0,2019.0,350000.0,2.0,1.0,buy,single family
"I'm looking to buy a apartment in Phoenix, AZ and 2 bathrooms, with at least 1474 square feet, built after 1958, priced around 900000, with 1 stories, with parking for at least 0 cars","Phoenix, AZ",for_sale,APARTMENT,,2.0,1474.0,1958.0,900000.0,1.0,0.0,buy,apartment
"I'm looking to buy a apartment in New York, NY with 1 bedrooms and 2 bathrooms, with at least 2870 square feet, priced around 600000, with 3 stories","New York, NY",for_sale,APARTMENT,1.0,2.0,2870.0,,600000.0,3.0,,buy,apartment
"I'm looking to buy a condo in Los Angeles, CA and 1 bathrooms, with at least 1446 square feet, built after 1968, priced around 650000, with parking for at least 3 cars","Los Angeles, CA",for_sale,CONDOS,,1.0,1446.0,1968.0,650000.0,,3.0,buy,condo
"I'm looking to buy a single family in New York, NY and 3 bathrooms, with at least 1106 square feet, built after 1982, priced around 450000, with 1 stories, with parking for at least 0 cars","New York, NY",for_sale,SINGLE_FAMILY,,3.0,1106.0,1982.0,450000.0,1.0,0.0,buy,single family
"I'm looking to rent a townhome in Los Angeles, CA with 4 bedrooms, with at least 1054 square feet, built after 1991, priced around 900000, with parking for at least 1 cars","Los Angeles, CA",for_rent,TOWNHOMES,4.0,,1054.0,1991.0,900000.0,,1.0,rent,townhome
"I'm looking to buy a single family in Phoenix, AZ with 5 bedrooms and 3 bathrooms, with at least 2419 square feet, built after 2005, priced around 100000, with 1 stories, with parking for at least 0 cars","Phoenix, AZ",for_sale,SINGLE_FAMILY,5.0,3.0,2419.0,2005.0,100000.0,1.0,0.0,buy,single family
"I'm looking to rent a single family in San Diego, CA with 3 bedrooms and 2 bathrooms, with at least 2578 square feet, with 1 stories, with parking for at least 0 cars","San Diego, CA",for_rent,SINGLE_FAMILY,3.0,2.0,2578.0,,,1.0,0.0,rent,single family
"I'm looking to rent a townhome in New York, NY with 4 bedrooms and 2 bathrooms, with at least 827 square feet, built after 1986, priced around 300000, with 2 stories, with parking for at least 1 cars","New York, NY",for_rent,TOWNHOMES,4.0,2.0,827.0,1986.0,300000.0,2.0,1.0,rent,townhome
"I'm looking to rent a condo in San Diego, CA with 5 bedrooms and 3 bathrooms, with at least 1837 square feet, priced around 250000, with parking for at least 1 cars","San Diego, CA",for_rent,CONDOS,5.0,3.0,1837.0,,250000.0,,1.0,rent,condo
"I'm looking to rent a apartment in San Antonio, TX with 2 bedrooms and 2 bathrooms, with at least 1604 square feet, built after 1958, priced around 400000, with 1 stories, with parking for at least 0 cars","San Antonio, TX",for_rent,APARTMENT,2.0,2.0,1604.0,1958.0,400000.0,1.0,0.0,rent,apartment
"I'm looking to buy in San Antonio, TX with 4 bedrooms, with at least 2020 square feet, built after 2019, priced around 600000, with 1 stories","San Antonio, TX",for_sale,OTHER,4.0,,2020.0,2019.0,600000.0,1.0,,buy,other
"I'm looking to rent a townhome in Los Angeles, CA and 2 bathrooms, with at least 801 square feet, built after 1970, priced around 900000, with 1 stories","Los Angeles, CA",for_rent,TOWNHOMES,,2.0,801.0,1970.0,900000.0,1.0,,rent,townhome
"I'm looking to rent a townhome in San Antonio, TX with 2 bedrooms and 2 bathrooms, with at least 1948 square feet, built after 2013, priced around 600000, with 2 stories","San Antonio, TX",for_rent,TOWNHOMES,2.0,2.0,1948.0,2013.0,600000.0,2.0,,rent,townhome
"I'm looking to rent a apartment in San Antonio, TX with 3 bedrooms and 2 bathrooms, with at least 1973 square feet, built after 1971, priced around 400000, with 3 stories","San Antonio, TX",for_rent,APARTMENT,3.0,2.0,1973.0,1971.0,400000.0,3.0,,rent,apartment
"I'm looking to rent a townhome in Phoenix, AZ with 5 bedrooms and 2 bathrooms, with at least 922 square feet, built after 1960, priced around 150000","Phoenix, AZ",for_rent,TOWNHOMES,5.0,2.0,922.0,1960.0,150000.0,,,rent,townhome
"I'm looking to buy a apartment in Los Angeles, CA and 2 bathrooms, with at least 2736 square feet, built after 1999, priced around 750000, with 3 stories","Los Angeles, CA",for_sale,APARTMENT,,2.0,2736.0,1999.0,750000.0,3.0,,buy,apartment
"I'm looking to rent a apartment in New York, NY with 1 bedrooms and 3 bathrooms, with at least 1456 square feet, priced around 200000, with 2 stories, with parking for at least 3 cars","New York, NY",for_rent,APARTMENT,1.0,3.0,1456.0,,200000.0,2.0,3.0,rent,apartment
"I'm looking to buy a single family in Phoenix, AZ with 2 bedrooms and 1 bathrooms, with at least 1594 square feet, built after 2015, priced around 500000, with 2 stories, with parking for at least 1 cars","Phoenix, AZ",for_sale,SINGLE_FAMILY,2.0,1.0,1594.0,2015.0,500000.0,2.0,1.0,buy,single family
"I'm looking to buy a apartment in San Antonio, TX and 3 bathrooms, with at least 2721 square feet, built after 1983, priced around 450000","San Antonio, TX",for_sale,APARTMENT,,3.0,2721.0,1983.0,450000.0,,,buy,apartment
"I'm looking to buy a apartment in San Diego, CA with 5 bedrooms and 3 bathrooms, with at least 839 square feet, built after 1952, priced around 500000, with 1 stories, with parking for at least 1 cars","San Diego, CA",for_sale,APARTMENT,5.0,3.0,839.0,1952.0,500000.0,1.0,1.0,buy,apartment
"I'm looking to buy a single family in San Antonio, TX with 3 bedrooms and 1 bathrooms, with at least 2910 square feet, built after 1988, priced around 800000, with parking for at least 1 cars","San Antonio, TX",for_sale,SINGLE_FAMILY,3.0,1.0,2910.0,1988.0,800000.0,,1.0,buy,single family
"I'm looking to rent a apartment in New York, NY with 2 bedrooms and 1 bathrooms, with at least 2502 square feet, built after 1992, with 3 stories, with parking for at least 1 cars","New York, NY",for_rent,APARTMENT,2.0,1.0,2502.0,1992.0,,3.0,1.0,rent,apartment
"I'm looking to rent a townhome in San Antonio, TX with 5 bedrooms and 1 bathrooms, with at least 1588 square feet, built after 1973, priced around 200000, with 2 stories","San Antonio, TX",for_rent,TOWNHOMES,5.0,1.0,1588.0,1973.0,200000.0,2.0,,rent,townhome
"I'm looking to buy a condo in Phoenix, AZ with 5 bedrooms and 3 bathrooms, with at least 1880 square feet, built after 1992, priced around 150000, with parking for at least 1 cars","Phoenix, AZ",for_sale,CONDOS,5.0,3.0,1880.0,1992.0,150000.0,,1.0,buy,condo
"I'm looking to buy in San Diego, CA with 2 bedrooms and 2 bathrooms, with at least 2373 square feet, priced around 200000, with 1 stories","San Diego, CA",for_sale,OTHER,2.0,2.0,2373.0,,200000.0,1.0,,buy,other
"I'm looking to buy a condo in New York, NY with 4 bedrooms, with at least 2749 square feet, built after 1984, priced around 750000, with 2 stories, with parking for at least 1 cars","New York, NY",for_sale,CONDOS,4.0,,2749.0,1984.0,750000.0,2.0,1.0,buy,condo
"I'm looking to buy in New York, NY and 3 bathrooms, with at least 1164 square feet, built after 1999, with 1 stories, with parking for at least 0 cars","New York, NY",for_sale,OTHER,,3.0,1164.0,1999.0,,1.0,0.0,buy,other
"I'm looking to rent a townhome in Phoenix, AZ with 3 bedrooms and 1 bathrooms, with at least 2278 square feet, built after 1986, priced around 600000, with 1 stories, with parking for at least 1 cars","Phoenix, AZ",for_rent,TOWNHOMES,3.0,1.0,2278.0,1986.0,600000.0,1.0,1.0,rent,townhome
"I'm looking to buy a single family in San Antonio, TX with 4 bedrooms and 3 bathrooms, with at least 2921 square feet, built after 1977, priced around 700000, with 1 stories","San Antonio, TX",for_sale,SINGLE_FAMILY,4.0,3.0,2921.0,1977.0,700000.0,1.0,,buy,single family
"I'm looking to rent a condo in Phoenix, AZ with 2 bedrooms and 2 bathrooms, with at least 1852 square feet, built after 1993, priced around 200000, with 3 stories, with parking for at least 3 cars","Phoenix, AZ",for_rent,CONDOS,2.0,2.0,1852.0,1993.0,200000.0,3.0,3.0,rent,condo
"I'm looking to buy in New York, NY with 4 bedrooms and 3 bathrooms, with at least 1144 square feet, built after 1980, priced around 200000, with 3 stories, with parking for at least 1 cars","New York, NY",for_sale,OTHER,4.0,3.0,1144.0,1980.0,200000.0,3.0,1.0,buy,other
"I'm looking to buy a townhome in New York, NY with 1 bedrooms and 2 bathrooms, with at least 1305 square feet, built after 2009, priced around 350000, with 3 stories","New York, NY",for_sale,TOWNHOMES,1.0,2.0,1305.0,2009.0,350000.0,3.0,,buy,townhome
"I'm looking to rent a condo in San Antonio, TX with 5 bedrooms and 2 bathrooms, with at least 1149 square feet, priced around 150000, with 2 stories, with parking for at least 1 cars","San Antonio, TX",for_rent,CONDOS,5.0,2.0,1149.0,,150000.0,2.0,1.0,rent,condo
"I'm looking to rent a single family in Phoenix, AZ with 3 bedrooms and 1 bathrooms, with at least 886 square feet, built after 2007, priced around 650000, with 3 stories, with parking for at least 1 cars","Phoenix, AZ",for_rent,SINGLE_FAMILY,3.0,1.0,886.0,2007.0,650000.0,3.0,1.0,rent,single family
"I'm looking to buy a condo in Los Angeles, CA with 2 bedrooms and 1 bathrooms, with at least 1931 square feet, built after 2020, priced around 650000, with 1 stories","Los Angeles, CA",for_sale,CONDOS,2.0,1.0,1931.0,2020.0,650000.0,1.0,,buy,condo
"I'm looking to rent a single family in San Diego, CA with 2 bedrooms and 3 bathrooms, with at least 2797 square feet, built after 1970, priced around 300000, with parking for at least 1 cars","San Diego, CA",for_rent,SINGLE_FAMILY,2.0,3.0,2797.0,1970.0,300000.0,,1.0,rent,single family
"I'm looking to buy a condo in San Antonio, TX with 1 bedrooms and 3 bathrooms, with at least 2606 square feet, built after 1964, priced around 850000, with 3 stories, with parking for at least 1 cars","San Antonio, TX",for_sale,CONDOS,1.0,3.0,2606.0,1964.0,850000.0,3.0,1.0,buy,condo
"I'm looking to rent a townhome in San Diego, CA with 1 bedrooms and 3 bathrooms, with at least 1833 square feet, built after 2005, priced around 250000, with 2 stories, with parking for at least 1 cars","San Diego, CA",for_rent,TOWNHOMES,1.0,3.0,1833.0,2005.0,250000.0,2.0,1.0,rent,townhome
"I'm looking to buy a townhome in New York, NY with 3 bedrooms and 2 bathrooms, with at least 853 square feet, priced around 950000, with 1 stories, with parking for at least 3 cars","New York, NY",for_sale,TOWNHOMES,3.0,2.0,853.0,,950000.0,1.0,3.0,buy,townhome
"I'm looking to rent a townhome in San Diego, CA with 3 bedrooms and 3 bathrooms, with at least 1087 square feet, built after 2020, priced around 250000, with parking for at least 2 cars","San Diego, CA",for_rent,TOWNHOMES,3.0,3.0,1087.0,2020.0,250000.0,,2.0,rent,townhome
"I'm looking to rent a apartment in San Antonio, TX and 3 bathrooms, with at least 2865 square feet, built after 1964, priced around 650000, with 2 stories","San Antonio, TX",for_rent,APARTMENT,,3.0,2865.0,1964.0,650000.0,2.0,,rent,apartment
"I'm looking to buy a townhome in Los Angeles, CA and 3 bathrooms, with at least 2886 square feet, priced around 500000, with 3 stories, with parking for at least 1 cars","Los Angeles, CA",for_sale,TOWNHOMES,,3.0,2886.0,,500000.0,3.0,1.0,buy,townhome
"I'm looking to rent a single family in Phoenix, AZ and 2 bathrooms, with at least 1205 square feet, built after 2000, priced around 800000, with 3 stories, with parking for at least 1 cars","Phoenix, AZ",for_rent,SINGLE_FAMILY,,2.0,1205.0,2000.0,800000.0,3.0,1.0,rent,single family
"I'm looking to buy a condo in San Antonio, TX and 2 bathrooms, with at least 2479 square feet, built after 1987, priced around 950000, with 2 stories, with parking for at least 0 cars","San Antonio, TX",for_sale,CONDOS,,2.0,2479.0,1987.0,950000.0,2.0,0.0,buy,condo
"I'm looking to rent a apartment in San Antonio, TX with 4 bedrooms and 1 bathrooms, with at least 1352 square feet, built after 1980, priced around 450000, with 1 stories, with parking for at least 1 cars","San Antonio, TX",for_rent,APARTMENT,4.0,1.0,1352.0,1980.0,450000.0,1.0,1.0,rent,apartment
"I'm looking to buy in San Antonio, TX with 1 bedrooms and 2 bathrooms, with at least 1427 square feet, priced around 350000","San Antonio, TX",for_sale,OTHER,1.0,2.0,1427.0,,350000.0,,,buy,other
"I'm looking to rent a single family in New York, NY with 1 bedrooms and 3 bathrooms, with at least 1262 square feet, built after 2017, with 3 stories, with parking for at least 1 cars","New York, NY",for_rent,SINGLE_FAMILY,1.0,3.0,1262.0,2017.0,,3.0,1.0,rent,single family
"I'm looking to rent a condo in Los Angeles, CA with 4 bedrooms and 2 bathrooms, with at least 2147 square feet, built after 2015, priced around 850000, with 3 stories","Los Angeles, CA",for_rent,CONDOS,4.0,2.0,2147.0,2015.0,850000.0,3.0,,rent,condo
"I'm looking to buy a single family in Phoenix, AZ with 4 bedrooms and 2 bathrooms, with at least 2047 square feet, with 2 stories, with parking for at least 1 cars","Phoenix, AZ",for_sale,SINGLE_FAMILY,4.0,2.0,2047.0,,,2.0,1.0,buy,single family
"I'm looking to buy a townhome in Los Angeles, CA with 1 bedrooms and 2 bathrooms, with at least 2105 square feet, built after 1985, with 1 stories, with parking for at least 1 cars","Los Angeles, CA",for_sale,TOWNHOMES,1.0,2.0,2105.0,1985.0,,1.0,1.0,buy,townhome
"I'm looking to buy a single family in San Antonio, TX and 2 bathrooms, with at least 811 square feet, built after 1955, priced around 950000, with parking for at least 2 cars","San Antonio, TX",for_sale,SINGLE_FAMILY,,2.0,811.0,1955.0,950000.0,,2.0,buy,single family
"I'm looking to buy a townhome in New York, NY with 3 bedrooms and 3 bathrooms, with at least 2964 square feet, built after 1981, priced around 400000, with 2 stories, with parking for at least 0 cars","New York, NY",for_sale,TOWNHOMES,3.0,3.0,2964.0,1981.0,400000.0,2.0,0.0,buy,townhome
"I'm looking to buy in San Antonio, TX with 4 bedrooms and 2 bathrooms, with at least 1805 square feet, built after 1979, priced around 400000, with 1 stories, with parking for at least 1 cars","San Antonio, TX",for_sale,OTHER,4.0,2.0,1805.0,1979.0,400000.0,1.0,1.0,buy,other
"I'm looking to rent a condo in San Diego, CA and 3 bathrooms, with at least 2155 square feet, priced around 550000, with 2 stories","San Diego, CA",for_rent,CONDOS,,3.0,2155.0,,550000.0,2.0,,rent,condo
"I'm looking to rent a apartment in Phoenix, AZ with 4 bedrooms and 2 bathrooms, with at least 2480 square feet, built after 1970, priced around 650000, with 3 stories","Phoenix, AZ",for_rent,APARTMENT,4.0,2.0,2480.0,1970.0,650000.0,3.0,,rent,apartment
"I'm looking to rent a condo in Los Angeles, CA with 2 bedrooms and 3 bathrooms, with at least 2932 square feet, built after 1961, priced around 650000, with 1 stories, with parking for at least 1 cars","Los Angeles, CA",for_rent,CONDOS,2.0,3.0,2932.0,1961.0,650000.0,1.0,1.0,rent,condo
