generate structured response: I'm looking to buy in San Diego, CA with 5 bedrooms and 1 bathrooms, with at least 872 square feet, built after 1966, priced around 150000, with 2 stories <|endoftext|> location: San Diego, CA; listing_type: for_sale; style: OTHER; beds: 5.0; full_baths: 1.0; sqft: 872.0; year_built: 1966.0; list_price: 150000.0; stories: 2.0; parking_garage: nan; listing_type_NL: buy; style_NL: other
generate structured response: I'm looking to buy a townhome in San Antonio, TX with 2 bedrooms and 2 bathrooms, with at least 2305 square feet, with 1 stories <|endoftext|> location: San Antonio, TX; listing_type: for_sale; style: TOWNHOMES; beds: 2.0; full_baths: 2.0; sqft: 2305.0; year_built: nan; list_price: nan; stories: 1.0; parking_garage: nan; listing_type_NL: buy; style_NL: townhome
generate structured response: I'm looking to buy a apartment in San Diego, CA with 2 bedrooms and 3 bathrooms, with at least 1694 square feet, priced around 400000 <|endoftext|> location: San Diego, CA; listing_type: for_sale; style: APARTMENT; beds: 2.0; full_baths: 3.0; sqft: 1694.0; year_built: nan; list_price: 400000.0; stories: nan; parking_garage: nan; listing_type_NL: buy; style_NL: apartment
generate structured response: I'm looking to rent a apartment in Phoenix, AZ with 5 bedrooms and 2 bathrooms, with at least 801 square feet, priced around 250000, with 1 stories, with parking for at least 3 cars <|endoftext|> location: Phoenix, AZ; listing_type: for_rent; style: APARTMENT; beds: 5.0; full_baths: 2.0; sqft: 801.0; year_built: nan; list_price: 250000.0; stories: 1.0; parking_garage: 3.0; listing_type_NL: rent; style_NL: apartment
generate structured response: I'm looking to buy a single family in San Diego, CA with 4 bedrooms and 3 bathrooms, with at least 2882 square feet, built after 2007 <|endoftext|> location: San Diego, CA; listing_type: for_sale; style: SINGLE_FAMILY; beds: 4.0; full_baths: 3.0; sqft: 2882.0; year_built: 2007.0; list_price: nan; stories: nan; parking_garage: nan; listing_type_NL: buy; style_NL: single family
generate structured response: I'm looking to rent in Phoenix, AZ with 4 bedrooms and 3 bathrooms, with at least 2333 square feet, priced around 850000, with parking for at least 1 cars <|endoftext|> location: Phoenix, AZ; listing_type: for_rent; style: OTHER; beds: 4.0; full_baths: 3.0; sqft: 2333.0; year_built: nan; list_price: 850000.0; stories: nan; parking_garage: 1.0; listing_type_NL: rent; style_NL: other
generate structured response: I'm looking to rent a townhome in San Diego, CA with 5 bedrooms and 3 bathrooms, with at least 1013 square feet, built after 1999, priced around 650000, with 1 stories <|endoftext|> location: San Diego, CA; listing_type: for_rent; style: TOWNHOMES; beds: 5.0; full_baths: 3.0; sqft: 1013.0; year_built: 1999.0; list_price: 650000.0; stories: 1.0; parking_garage: nan; listing_type_NL: rent; style_NL: townhome
generate structured response: I'm looking to rent a apartment in New York, NY with 2 bedrooms and 1 bathrooms, with at least 1021 square feet, built after 1996, priced around 400000, with 2 stories, with parking for at least 1 cars <|endoftext|> location: New York, NY; listing_type: for_rent; style: APARTMENT; beds: 2.0; full_baths: 1.0; sqft: 1021.0; year_built: 1996.0; list_price: 400000.0; stories: 2.0; parking_garage: 1.0; listing_type_NL: rent; style_NL: apartment
generate structured response: I'm looking to rent a single family in Los Angeles, CA with 2 bedrooms and 2 bathrooms, with at least 1042 square feet, built after 1960, priced around 650000 <|endoftext|> location: Los Angeles, CA; listing_type: for_rent; style: SINGLE_FAMILY; beds: 2.0; full_baths: 2.0; sqft: 1042.0; year_built: 1960.0; list_price: 650000.0; stories: nan; parking_garage: nan; listing_type_NL: rent; style_NL: single family
generate structured response: I'm looking to rent a townhome in New York, NY with 3 bedrooms and 3 bathrooms, with at least 1466 square feet, built after 1996, priced around 400000, with 1 stories, with parking for at least 2 cars <|endoftext|> location: New York, NY; listing_type: for_rent; style: TOWNHOMES; beds: 3.0; full_baths: 3.0; sqft: 1466.0; year_built: 1996.0; list_price: 400000.0; stories: 1.0; parking_garage: 2.0; listing_type_NL: rent; style_NL: townhome
generate structured response: I'm looking to rent a single family in Phoenix, AZ with 5 bedrooms and 3 bathrooms, with at least 2611 square feet, built after 1994, priced around 450000, with 1 stories, with parking for at least 3 cars <|endoftext|> location: Phoenix, AZ; listing_type: for_rent; style: SINGLE_FAMILY; beds: 5.0; full_baths: 3.0; sqft: 2611.0; year_built: 1994.0; list_price: 450000.0; stories: 1.0; parking_garage: 3.0; listing_type_NL: rent; style_NL: single family
generate structured response: I'm looking to rent a apartment in Phoenix, AZ with 1 bedrooms and 3 bathrooms, with at least 1163 square feet, built after 2010, priced around 900000, with 1 stories, with parking for at least 2 cars <|endoftext|> location: Phoenix, AZ; listing_type: for_rent; style: APARTMENT; beds: 1.0; full_baths: 3.0; sqft: 1163.0; year_built: 2010.0; list_price: 900000.0; stories: 1.0; parking_garage: 2.0; listing_type_NL: rent; style_NL: apartment
generate structured response: I'm looking to buy a townhome in Los Angeles, CA with 4 bedrooms and 1 bathrooms, with at least 1152 square feet, built after 2009, priced around 600000, with 1 stories <|endoftext|> location: Los Angeles, CA; listing_type: for_sale; style: TOWNHOMES; beds: 4.0; full_baths: 1.0; sqft: 1152.0; year_built: 2009.0; list_price: 600000.0; stories: 1.0; parking_garage: nan; listing_type_NL: buy; style_NL: townhome
generate structured response: I'm looking to rent a single family in New York, NY with 3 bedrooms and 1 bathrooms, with at least 887 square feet, built after 1960, priced around 350000, with 1 stories <|endoftext|> location: New York, NY; listing_type: for_rent; style: SINGLE_FAMILY; beds: 3.0; full_baths: 1.0; sqft: 887.0; year_built: 1960.0; list_price: 350000.0; stories: 1.0; parking_garage: nan; listing_type_NL: rent; style_NL: single family
generate structured response: I'm looking to buy a apartment in New York, NY with 5 bedrooms and 2 bathrooms, with at least 1389 square feet, built after 2005, priced around 400000, with 1 stories, with parking for at least 1 cars <|endoftext|> location: New York, NY; listing_type: for_sale; style: APARTMENT; beds: 5.0; full_baths: 2.0; sqft: 1389.0; year_built: 2005.0; list_price: 400000.0; stories: 1.0; parking_garage: 1.0; listing_type_NL: buy; style_NL: apartment
generate structured response: I'm looking to buy in New York, NY with 2 bedrooms and 1 bathrooms, with at least 802 square feet, built after 1972, priced around 500000, with 2 stories, with parking for at least 1 cars <|endoftext|> location: New York, NY; listing_type: for_sale; style: OTHER; beds: 2.0; full_baths: 1.0; sqft: 802.0; year_built: 1972.0; list_price: 500000.0; stories: 2.0; parking_garage: 1.0; listing_type_NL: buy; style_NL: other
generate structured response: I'm looking to buy in Los Angeles, CA with 4 bedrooms and 2 bathrooms, with at least 1358 square feet, priced around 850000, with 2 stories <|endoftext|> location: Los Angeles, CA; listing_type: for_sale; style: OTHER; beds: 4.0; full_baths: 2.0; sqft: 1358.0; year_built: nan; list_price: 850000.0; stories: 2.0; parking_garage: nan; listing_type_NL: buy; style_NL: other
generate structured response: I'm looking to buy a apartment in New York, NY with 5 bedrooms, with at least 2808 square feet, built after 2002, priced around 750000, with 2 stories, with parking for at least 3 cars <|endoftext|> location: New York, NY; listing_type: for_sale; style: APARTMENT; beds: 5.0; full_baths: nan; sqft: 2808.0; year_built: 2002.0; list_price: 750000.0; stories: 2.0; parking_garage: 3.0; listing_type_NL: buy; style_NL: apartment
generate structured response: I'm looking to rent a townhome in New York, NY with 5 bedrooms and 2 bathrooms, with at least 861 square feet, priced around 100000 <|endoftext|> location: New York, NY; listing_type: for_rent; style: TOWNHOMES; beds: 5.0; full_baths: 2.0; sqft: 861.0; year_built: nan; list_price: 100000.0; stories: nan; parking_garage: nan; listing_type_NL: rent; style_NL: townhome
generate structured response: I'm looking to rent a townhome in Phoenix, AZ with 3 bedrooms and 3 bathrooms, with at least 2611 square feet, built after 2000, priced around 750000, with 3 stories <|endoftext|> location: Phoenix, AZ; listing_type: for_rent; style: TOWNHOMES; beds: 3.0; full_baths: 3.0; sqft: 2611.0; year_built: 2000.0; list_price: 750000.0; stories: 3.0; parking_garage: nan; listing_type_NL: rent; style_NL: townhome
generate structured response: I'm looking to buy a townhome in Los Angeles, CA and 2 bathrooms, with at least 2967 square feet, built after 1995, priced around 450000, with 3 stories, with parking for at least 2 cars <|endoftext|> location: Los Angeles, CA; listing_type: for_sale; style: TOWNHOMES; beds: nan; full_baths: 2.0; sqft: 2967.0; year_built: 1995.0; list_price: 450000.0; stories: 3.0; parking_garage: 2.0; listing_type_NL: buy; style_NL: townhome
generate structured response: I'm looking to buy a condo in Los Angeles, CA with 3 bedrooms and 1 bathrooms, with at least 2387 square feet, built after 1952, priced around 450000, with 1 stories, with parking for at least 0 cars <|endoftext|> location: Los Angeles, CA; listing_type: for_sale; style: CONDOS; beds: 3.0; full_baths: 1.0; sqft: 2387.0; year_built: 1952.0; list_price: 450000.0; stories: 1.0; parking_garage: 0.0; listing_type_NL: buy; style_NL: condo
generate structured response: I'm looking to buy a condo in New York, NY with 1 bedrooms and 2 bathrooms, with at least 2274 square feet, built after 1972, priced around 450000, with 2 stories, with parking for at least 1 cars <|endoftext|> location: New York, NY; listing_type: for_sale; style: CONDOS; beds: 1.0; full_baths: 2.0; sqft: 2274.0; year_built: 1972.0; list_price: 450000.0; stories: 2.0; parking_garage: 1.0; listing_type_NL: buy; style_NL: condo
generate structured response: I'm looking to buy a single family in San Antonio, TX with 1 bedrooms and 3 bathrooms, with at least 949 square feet, built after 2008, priced around 600000, with 1 stories <|endoftext|> location: San Antonio, TX; listing_type: for_sale; style: SINGLE_FAMILY; beds: 1.0; full_baths: 3.0; sqft: 949.0; year_built: 2008.0; list_price: 600000.0; stories: 1.0; parking_garage: nan; listing_type_NL: buy; style_NL: single family
generate structured response: I'm looking to buy a single family in San Diego, CA with 3 bedrooms and 3 bathrooms, with at least 2941 square feet, built after 1976, priced around 650000, with parking for at least 2 cars <|endoftext|> location: San Diego, CA; listing_type: for_sale; style: SINGLE_FAMILY; beds: 3.0; full_baths: 3.0; sqft: 2941.0; year_built: 1976.0; list_price: 650000.0; stories: nan; parking_garage: 2.0; listing_type_NL: buy; style_NL: single family
generate structured response: I'm looking to rent a townhome in Phoenix, AZ and 2 bathrooms, with at least 1347 square feet, built after 1954, priced around 500000, with 2 stories, with parking for at least 0 cars <|endoftext|> location: Phoenix, AZ; listing_type: for_rent; style: TOWNHOMES; beds: nan; full_baths: 2.0; sqft: 1347.0; year_built: 1954.0; list_price: 500000.0; stories: 2.0; parking_garage: 0.0; listing_type_NL: rent; style_NL: townhome
generate structured response: I'm looking to buy a single family in Phoenix, AZ with 1 bedrooms and 3 bathrooms, with at least 2845 square feet, built after 2010, priced around 500000, with 2 stories <|endoftext|> location: Phoenix, AZ; listing_type: for_sale; style: SINGLE_FAMILY; beds: 1.0; full_baths: 3.0; sqft: 2845.0; year_built: 2010.0; list_price: 500000.0; stories: 2.0; parking_garage: nan; listing_type_NL: buy; style_NL: single family
generate structured response: I'm looking to buy a townhome in Phoenix, AZ with 1 bedrooms and 2 bathrooms, with at least 896 square feet, built after 2020, priced around 800000, with 3 stories, with parking for at least 0 cars <|endoftext|> location: Phoenix, AZ; listing_type: for_sale; style: TOWNHOMES; beds: 1.0; full_baths: 2.0; sqft: 896.0; year_built: 2020.0; list_price: 800000.0; stories: 3.0; parking_garage: 0.0; listing_type_NL: buy; style_NL: townhome
generate structured response: I'm looking to buy a townhome in Phoenix, AZ with 2 bedrooms, with at least 1148 square feet, built after 1991, priced around 500000, with 3 stories, with parking for at least 1 cars <|endoftext|> location: Phoenix, AZ; listing_type: for_sale; style: TOWNHOMES; beds: 2.0; full_baths: nan; sqft: 1148.0; year_built: 1991.0; list_price: 500000.0; stories: 3.0; parking_garage: 1.0; listing_type_NL: buy; style_NL: townhome
generate structured response: I'm looking to buy a condo in Los Angeles, CA with 5 bedrooms and 3 bathrooms, with at least 2922 square feet, priced around 500000, with 2 stories, with parking for at least 2 cars <|endoftext|> location: Los Angeles, CA; listing_type: for_sale; style: CONDOS; beds: 5.0; full_baths: 3.0; sqft: 2922.0; year_built: nan; list_price: 500000.0; stories: 2.0; parking_garage: 2.0; listing_type_NL: buy; style_NL: condo
generate structured response: I'm looking to buy in San Antonio, TX with 5 bedrooms and 2 bathrooms, with at least 1729 square feet, priced around 800000 <|endoftext|> location: San Antonio, TX; listing_type: for_sale; style: OTHER; beds: 5.0; full_baths: 2.0; sqft: 1729.0; year_built: nan; list_price: 800000.0; stories: nan; parking_garage: nan; listing_type_NL: buy; style_NL: other
generate structured response: I'm looking to rent a single family in San Antonio, TX with 4 bedrooms and 3 bathrooms, with at least 2944 square feet, with 3 stories, with parking for at least 3 cars <|endoftext|> location: San Antonio, TX; listing_type: for_rent; style: SINGLE_FAMILY; beds: 4.0; full_baths: 3.0; sqft: 2944.0; year_built: nan; list_price: nan; stories: 3.0; parking_garage: 3.0; listing_type_NL: rent; style_NL: single family
generate structured response: I'm looking to buy a single family in Phoenix, AZ and 1 bathrooms, with at least 2517 square feet, built after 1965, priced around 500000, with 1 stories, with parking for at least 0 cars <|endoftext|> location: Phoenix, AZ; listing_type: for_sale; style: SINGLE_FAMILY; beds: nan; full_baths: 1.0; sqft: 2517.0; year_built: 1965.0; list_price: 500000.0; stories: 1.0; parking_garage: 0.0; listing_type_NL: buy; style_NL: single family
generate structured response: I'm looking to rent a condo in San Diego, CA with 4 bedrooms and 2 bathrooms, with at least 2992 square feet, built after 2012, priced around 550000, with 2 stories <|endoftext|> location: San Diego, CA; listing_type: for_rent; style: CONDOS; beds: 4.0; full_baths: 2.0; sqft: 2992.0; year_built: 2012.0; list_price: 550000.0; stories: 2.0; parking_garage: nan; listing_type_NL: rent; style_NL: condo
generate structured response: I'm looking to rent a townhome in Los Angeles, CA with 4 bedrooms and 1 bathrooms, with at least 1311 square feet, built after 1973, priced around 150000, with 1 stories <|endoftext|> location: Los Angeles, CA; listing_type: for_rent; style: TOWNHOMES; beds: 4.0; full_baths: 1.0; sqft: 1311.0; year_built: 1973.0; list_price: 150000.0; stories: 1.0; parking_garage: nan; listing_type_NL: rent; style_NL: townhome
generate structured response: I'm looking to rent a apartment in Phoenix, AZ with 3 bedrooms and 3 bathrooms, with at least 2158 square feet, built after 1991, priced around 550000, with 1 stories <|endoftext|> location: Phoenix, AZ; listing_type: for_rent; style: APARTMENT; beds: 3.0; full_baths: 3.0; sqft: 2158.0; year_built: 1991.0; list_price: 550000.0; stories: 1.0; parking_garage: nan; listing_type_NL: rent; style_NL: apartment
generate structured response: I'm looking to rent a townhome in San Diego, CA and 1 bathrooms, with at least 2759 square feet, built after 2008, priced around 900000, with 2 stories <|endoftext|> location: San Diego, CA; listing_type: for_rent; style: TOWNHOMES; beds: nan; full_baths: 1.0; sqft: 2759.0; year_built: 2008.0; list_price: 900000.0; stories: 2.0; parking_garage: nan; listing_type_NL: rent; style_NL: townhome
generate structured response: I'm looking to buy a townhome in San Diego, CA with 4 bedrooms and 1 bathrooms, with at least 2437 square feet, priced around 800000, with 1 stories, with parking for at least 3 cars <|endoftext|> location: San Diego, CA; listing_type: for_sale; style: TOWNHOMES; beds: 4.0; full_baths: 1.0; sqft: 2437.0; year_built: nan; list_price: 800000.0; stories: 1.0; parking_garage: 3.0; listing_type_NL: buy; style_NL: townhome
generate structured response: I'm looking to buy a single family in Phoenix, AZ with 3 bedrooms and 2 bathrooms, with at least 836 square feet, built after 1985, priced around 650000, with 1 stories, with parking for at least 3 cars <|endoftext|> location: Phoenix, AZ; listing_type: for_sale; style: SINGLE_FAMILY; beds: 3.0; full_baths: 2.0; sqft: 836.0; year_built: 1985.0; list_price: 650000.0; stories: 1.0; parking_garage: 3.0; listing_type_NL: buy; style_NL: single family
generate structured response: I'm looking to rent a townhome in San Diego, CA and 1 bathrooms, with at least 2132 square feet, built after 1998, priced around 500000, with parking for at least 3 cars <|endoftext|> location: San Diego, CA; listing_type: for_rent; style: TOWNHOMES; beds: nan; full_baths: 1.0; sqft: 2132.0; year_built: 1998.0; list_price: 500000.0; stories: nan; parking_garage: 3.0; listing_type_NL: rent; style_NL: townhome
generate structured response: I'm looking to rent a condo in Phoenix, AZ with 5 bedrooms, with at least 1664 square feet, built after 1995, priced around 400000, with parking for at least 0 cars <|endoftext|> location: Phoenix, AZ; listing_type: for_rent; style: CONDOS; beds: 5.0; full_baths: nan; sqft: 1664.0; year_built: 1995.0; list_price: 400000.0; stories: nan; parking_garage: 0.0; listing_type_NL: rent; style_NL: condo
generate structured response: I'm looking to rent a townhome in San Diego, CA with 2 bedrooms and 3 bathrooms, with at least 2567 square feet, built after 1994, priced around 250000, with 1 stories, with parking for at least 1 cars <|endoftext|> location: San Diego, CA; listing_type: for_rent; style: TOWNHOMES; beds: 2.0; full_baths: 3.0; sqft: 2567.0; year_built: 1994.0; list_price: 250000.0; stories: 1.0; parking_garage: 1.0; listing_type_NL: rent; style_NL: townhome
generate structured response: I'm looking to rent a townhome in San Diego, CA with 2 bedrooms and 1 bathrooms, with at least 2191 square feet, priced around 900000, with 2 stories, with parking for at least 1 cars <|endoftext|> location: San Diego, CA; listing_type: for_rent; style: TOWNHOMES; beds: 2.0; full_baths: 1.0; sqft: 2191.0; year_built: nan; list_price: 900000.0; stories: 2.0; parking_garage: 1.0; listing_type_NL: rent; style_NL: townhome
generate structured response: I'm looking to rent a single family in San Diego, CA with 3 bedrooms and 1 bathrooms, with at least 1672 square feet, built after 2017, priced around 200000, with 1 stories <|endoftext|> location: San Diego, CA; listing_type: for_rent; style: SINGLE_FAMILY; beds: 3.0; full_baths: 1.0; sqft: 1672.0; year_built: 2017.0; list_price: 200000.0; stories: 1.0; parking_garage: nan; listing_type_NL: rent; style_NL: single family
generate structured response: I'm looking to buy a condo in Phoenix, AZ with 2 bedrooms and 1 bathrooms, with at least 2400 square feet, priced around 550000, with 1 stories, with parking for at least 2 cars <|endoftext|> location: Phoenix, AZ; listing_type: for_sale; style: CONDOS; beds: 2.0; full_baths: 1.0; sqft: 2400.0; year_built: nan; list_price: 550000.0; stories: 1.0; parking_garage: 2.0; listing_type_NL: buy; style_NL: condo
generate structured response: I'm looking to rent a townhome in Phoenix, AZ with 2 bedrooms and 2 bathrooms, with at least 2807 square feet, built after 2016, priced around 200000, with 2 stories, with parking for at least 3 cars <|endoftext|> location: Phoenix, AZ; listing_type: for_rent; style: TOWNHOMES; beds: 2.0; full_baths: 2.0; sqft: 2807.0; year_built: 2016.0; list_price: 200000.0; stories: 2.0; parking_garage: 3.0; listing_type_NL: rent; style_NL: townhome
generate structured response: I'm looking to buy a apartment in Phoenix, AZ with 1 bedrooms and 1 bathrooms, with at least 860 square feet, built after 2016, priced around 800000, with 1 stories, with parking for at least 1 cars <|endoftext|> location: Phoenix, AZ; listing_type: for_sale; style: APARTMENT; beds: 1.0; full_baths: 1.0; sqft: 860.0; year_built: 2016.0; list_price: 800000.0; stories: 1.0; parking_garage: 1.0; listing_type_NL: buy; style_NL: apartment
generate structured response: I'm looking to rent in Phoenix, AZ with 5 bedrooms and 1 bathrooms, with at least 2067 square feet, built after 1969, priced around 500000, with 1 stories, with parking for at least 1 cars <|endoftext|> location: Phoenix, AZ; listing_type: for_rent; style: OTHER; beds: 5.0; full_baths: 1.0; sqft: 2067.0; year_built: 1969.0; list_price: 500000.0; stories: 1.0; parking_garage: 1.0; listing_type_NL: rent; style_NL: other
generate structured response: I'm looking to buy a single family in Phoenix, AZ with 4 bedrooms and 3 bathrooms, with at least 1675 square feet, built after 1999, with parking for at least 1 cars <|endoftext|> location: Phoenix, AZ; listing_type: for_sale; style: SINGLE_FAMILY; beds: 4.0; full_baths: 3.0; sqft: 1675.0; year_built: 1999.0; list_price: nan; stories: nan; parking_garage: 1.0; listing_type_NL: buy; style_NL: single family
generate structured response: I'm looking to rent a apartment in Los Angeles, CA with 4 bedrooms, with at least 1628 square feet, built after 2019, priced around 200000, with 1 stories <|endoftext|> location: Los Angeles, CA; listing_type: for_rent; style: APARTMENT; beds: 4.0; full_baths: nan; sqft: 1628.0; year_built: 2019.0; list_price: 200000.0; stories: 1.0; parking_garage: nan; listing_type_NL: rent; style_NL: apartment
generate structured response: I'm looking to buy a single family in San Diego, CA with 5 bedrooms and 2 bathrooms, with at least 1132 square feet, built after 1974, priced around 550000, with 1 stories <|endoftext|> location: San Diego, CA; listing_type: for_sale; style: SINGLE_FAMILY; beds: 5.0; full_baths: 2.0; sqft: 1132.0; year_built: 1974.0; list_price: 550000.0; stories: 1.0; parking_garage: nan; listing_type_NL: buy; style_NL: single family
generate structured response: I'm looking to rent a single family in New York, NY with 4 bedrooms and 2 bathrooms, with at least 2022 square feet, built after 1951, priced around 850000, with 1 stories, with parking for at least 1 cars <|endoftext|> location: New York, NY; listing_type: for_rent; style: SINGLE_FAMILY; beds: 4.0; full_baths: 2.0; sqft: 2022.0; year_built: 1951.0; list_price: 850000.0; stories: 1.0; parking_garage: 1.0; listing_type_NL: rent; style_NL: single family
generate structured response: I'm looking to rent a townhome in Phoenix, AZ with 4 bedrooms and 3 bathrooms, with at least 1155 square feet, built after 1981, priced around 350000 <|endoftext|> location: Phoenix, AZ; listing_type: for_rent; style: TOWNHOMES; beds: 4.0; full_baths: 3.0; sqft: 1155.0; year_built: 1981.0; list_price: 350000.0; stories: nan; parking_garage: nan; listing_type_NL: rent; style_NL: townhome
generate structured response: I'm looking to buy a condo in San Antonio, TX and 2 bathrooms, with at least 1644 square feet, built after 1968, priced around 300000, with 3 stories, with parking for at least 1 cars <|endoftext|> location: San Antonio, TX; listing_type: for_sale; style: CONDOS; beds: nan; full_baths: 2.0; sqft: 1644.0; year_built: 1968.0; list_price: 300000.0; stories: 3.0; parking_garage: 1.0; listing_type_NL: buy; style_NL: condo
generate structured response: I'm looking to buy a single family in San Diego, CA with 3 bedrooms and 2 bathrooms, with at least 2638 square feet, built after 1966, priced around 500000, with 2 stories <|endoftext|> location: San Diego, CA; listing_type: for_sale; style: SINGLE_FAMILY; beds: 3.0; full_baths: 2.0; sqft: 2638.0; year_built: 1966.0; list_price: 500000.0; stories: 2.0; parking_garage: nan; listing_type_NL: buy; style_NL: single family
generate structured response: I'm looking to rent a single family in San Antonio, TX and 2 bathrooms, with at least 1084 square feet, built after 2008, with 1 stories, with parking for at least 0 cars <|endoftext|> location: San Antonio, TX; listing_type: for_rent; style: SINGLE_FAMILY; beds: nan; full_baths: 2.0; sqft: 1084.0; year_built: 2008.0; list_price: nan; stories: 1.0; parking_garage: 0.0; listing_type_NL: rent; style_NL: single family
generate structured response: I'm looking to buy a apartment in Los Angeles, CA with 5 bedrooms and 3 bathrooms, with at least 2218 square feet, built after 2018, priced around 200000, with parking for at least 1 cars <|endoftext|> location: Los Angeles, CA; listing_type: for_sale; style: APARTMENT; beds: 5.0; full_baths: 3.0; sqft: 2218.0; year_built: 2018.0; list_price: 200000.0; stories: nan; parking_garage: 1.0; listing_type_NL: buy; style_NL: apartment
generate structured response: I'm looking to rent a townhome in Los Angeles, CA with 2 bedrooms and 3 bathrooms, with at least 1809 square feet, built after 2013, priced around 800000, with 2 stories, with parking for at least 0 cars <|endoftext|> location: Los Angeles, CA; listing_type: for_rent; style: TOWNHOMES; beds: 2.0; full_baths: 3.0; sqft: 1809.0; year_built: 2013.0; list_price: 800000.0; stories: 2.0; parking_garage: 0.0; listing_type_NL: rent; style_NL: townhome
generate structured response: I'm looking to rent a townhome in Los Angeles, CA with 3 bedrooms and 1 bathrooms, with at least 2961 square feet, built after 1973, priced around 100000 <|endoftext|> location: Los Angeles, CA; listing_type: for_rent; style: TOWNHOMES; beds: 3.0; full_baths: 1.0; sqft: 2961.0; year_built: 1973.0; list_price: 100000.0; stories: nan; parking_garage: nan; listing_type_NL: rent; style_NL: townhome
generate structured response: I'm looking to rent a apartment in Phoenix, AZ with 3 bedrooms and 1 bathrooms, with at least 1112 square feet, built after 2005, priced around 500000, with 3 stories <|endoftext|> location: Phoenix, AZ; listing_type: for_rent; style: APARTMENT; beds: 3.0; full_baths: 1.0; sqft: 1112.0; year_built: 2005.0; list_price: 500000.0; stories: 3.0; parking_garage: nan; listing_type_NL: rent; style_NL: apartment
generate structured response: I'm looking to buy a apartment in San Diego, CA with 5 bedrooms and 2 bathrooms, with at least 2300 square feet, built after 2009, priced around 150000, with 1 stories, with parking for at least 1 cars <|endoftext|> location: San Diego, CA; listing_type: for_sale; style: APARTMENT; beds: 5.0; full_baths: 2.0; sqft: 2300.0; year_built: 2009.0; list_price: 150000.0; stories: 1.0; parking_garage: 1.0; listing_type_NL: buy; style_NL: apartment
generate structured response: I'm looking to buy a single family in San Antonio, TX with 4 bedrooms and 2 bathrooms, with at least 2569 square feet, built after 1976, priced around 250000, with 1 stories <|endoftext|> location: San Antonio, TX; listing_type: for_sale; style: SINGLE_FAMILY; beds: 4.0; full_baths: 2.0; sqft: 2569.0; year_built: 1976.0; list_price: 250000.0; stories: 1.0; parking_garage: nan; listing_type_NL: buy; style_NL: single family
generate structured response: I'm looking to rent a condo in Phoenix, AZ with 4 bedrooms and 1 bathrooms, with at least 2359 square feet, built after 1993, priced around 100000, with 1 stories, with parking for at least 2 cars <|endoftext|> location: Phoenix, AZ; listing_type: for_rent; style: CONDOS; beds: 4.0; full_baths: 1.0; sqft: 2359.0; year_built: 1993.0; list_price: 100000.0; stories: 1.0; parking_garage: 2.0; listing_type_NL: rent; style_NL: condo
generate structured response: I'm looking to buy a single family in San Diego, CA with 4 bedrooms and 3 bathrooms, with at least 1829 square feet, built after 1981, priced around 400000 <|endoftext|> location: San Diego, CA; listing_type: for_sale; style: SINGLE_FAMILY; beds: 4.0; full_baths: 3.0; sqft: 1829.0; year_built: 1981.0; list_price: 400000.0; stories: nan; parking_garage: nan; listing_type_NL: buy; style_NL: single family
generate structured response: I'm looking to rent a single family in Los Angeles, CA and 2 bathrooms, with at least 2751 square feet, built after 2000, priced around 500000, with parking for at least 3 cars <|endoftext|> location: Los Angeles, CA; listing_type: for_rent; style: SINGLE_FAMILY; beds: nan; full_baths: 2.0; sqft: 2751.0; year_built: 2000.0; list_price: 500000.0; stories: nan; parking_garage: 3.0; listing_type_NL: rent; style_NL: single family
generate structured response: I'm looking to rent a apartment in San Antonio, TX with 2 bedrooms and 1 bathrooms, with at least 2609 square feet, built after 2019, priced around 150000, with 2 stories, with parking for at least 1 cars <|endoftext|> location: San Antonio, TX; listing_type: for_rent; style: APARTMENT; beds: 2.0; full_baths: 1.0; sqft: 2609.0; year_built: 2019.0; list_price: 150000.0; stories: 2.0; parking_garage: 1.0; listing_type_NL: rent; style_NL: apartment
generate structured response: I'm looking to rent in San Diego, CA with 3 bedrooms and 2 bathrooms, with at least 2751 square feet, built after 1981, priced around 650000, with parking for at least 2 cars <|endoftext|> location: San Diego, CA; listing_type: for_rent; style: OTHER; beds: 3.0; full_baths: 2.0; sqft: 2751.0; year_built: 1981.0; list_price: 650000.0; stories: nan; parking_garage: 2.0; listing_type_NL: rent; style_NL: other
generate structured response: I'm looking to rent a single family in San Antonio, TX with 4 bedrooms and 2 bathrooms, with at least 2740 square feet, priced around 200000, with 3 stories, with parking for at least 1 cars <|endoftext|> location: San Antonio, TX; listing_type: for_rent; style: SINGLE_FAMILY; beds: 4.0; full_baths: 2.0; sqft: 2740.0; year_built: nan; list_price: 200000.0; stories: 3.0; parking_garage: 1.0; listing_type_NL: rent; style_NL: single family
generate structured response: I'm looking to buy in New York, NY with 4 bedrooms and 3 bathrooms, with at least 1549 square feet, built after 1987, priced around 600000, with 1 stories, with parking for at least 1 cars <|endoftext|> location: New York, NY; listing_type: for_sale; style: OTHER; beds: 4.0; full_baths: 3.0; sqft: 1549.0; year_built: 1987.0; list_price: 600000.0; stories: 1.0; parking_garage: 1.0; listing_type_NL: buy; style_NL: other
